obs_id,quality_pred
id_000299,5.22724523696985
id_000300,5.126422990914218
id_000301,5.680916350052692
id_000302,5.9818895141909785
id_000303,5.2689203311781085
id_000304,4.992170548211582
id_000305,4.954558694311508
id_000306,5.263474369205225
id_000307,5.048484904576961
id_000308,5.498605429331014
id_000309,5.469818935893357
id_000310,5.57022226856938
id_000311,5.263474369205225
id_000312,5.15469286626467
id_000313,5.3780324066082335
id_000314,5.303269036662302
id_000315,6.040606680739138
id_000316,6.045278569632238
id_000317,5.5243826308722
id_000318,5.302132698070561
id_000319,5.898994265918952
id_000320,5.302132698070561
id_000321,5.898994265918952
id_000322,5.302316667931478
id_000323,5.03866584204364
id_000324,5.223972815870943
id_000325,5.3481694532849815
id_000326,5.3481694532849815
id_000327,6.043332498830517
id_000328,6.180648805560552
id_000329,5.809185500457943
id_000330,5.37608813504309
id_000331,6.68562613941623
id_000332,6.68562613941623
id_000333,5.133277693364315
id_000334,5.727466216015685
id_000335,5.890251663271217
id_000336,6.13316548386746
id_000337,6.460440032215119
id_000338,5.703913161371572
id_000339,6.217561779614557
id_000340,5.814332674098173
id_000341,5.50574000711304
id_000342,6.100360681934865
id_000343,5.597678813236689
id_000344,5.597678813236689
id_000345,5.782773631519313
id_000346,5.200395541650894
id_000347,5.855553563431265
id_000348,6.3269295108006824
id_000349,5.419294261646748
id_000350,4.9198755413644495
id_000351,5.319198989986407
id_000352,4.9054822946456245
id_000353,4.975840503374057
id_000354,6.783621264199732
id_000355,6.403205091275833
id_000356,6.144025347156173
id_000357,6.1105722714006205
id_000358,6.248516139716303
id_000359,5.8439984187696465
id_000360,5.720951267603665
id_000361,4.960558732738379
id_000362,5.550302468934222
id_000363,5.441058828902875
id_000364,5.676189889028664
id_000365,5.507338759295706
id_000366,6.32249616389943
id_000367,5.507338759295706
id_000368,5.089532437199565
id_000369,5.575929192873469
id_000370,6.550255903487916
id_000371,5.069695395379102
id_000372,5.326434870949193
id_000373,6.00954146827348
id_000374,5.044051557675722
id_000375,6.083157060073403
id_000376,6.169219918924945
id_000377,6.060776370785888
id_000378,6.550255903487916
id_000379,6.647178534493649
id_000380,5.93266480379438
id_000381,5.5977501314971025
id_000382,5.764095348629951
id_000383,5.5977501314971025
id_000384,5.5977501314971025
id_000385,5.183283950287141
id_000386,5.201592126583435
id_000387,5.143992753260946
id_000388,5.092209448504409
id_000389,5.259138727011575
id_000390,5.690038331976524
id_000391,5.918531178939365
id_000392,5.764095348629951
id_000393,5.501738812382256
id_000394,4.882320058831883
id_000395,5.392731915106171
id_000396,6.959473607876911
id_000397,5.186757455011114
id_000398,5.800942769767936
id_000399,5.800942769767936
id_000400,4.8281171977630795
id_000401,5.186757455011114
id_000402,6.046300457386898
id_000403,5.811015321186012
id_000404,5.614965101778324
id_000405,4.861891114555977
id_000406,5.767557504934171
id_000407,5.911655396617305
id_000408,6.041949777165818
id_000409,6.207729569424912
id_000410,5.415071271053595
id_000411,5.442599133981317
id_000412,5.41381264054366
id_000413,4.843979431299934
id_000414,6.339519323238621
id_000415,5.293617197860406
id_000416,5.045022748272741
id_000417,6.162156659403339
id_000418,5.495986956264922
id_000419,5.9004104798426225
id_000420,5.066387315149984
id_000421,6.093770907923798
id_000422,5.807904817243319
id_000423,5.101087581861183
id_000424,6.26582097362401
id_000425,5.101087581861183
id_000426,5.807904817243319
id_000427,5.690076157977973
id_000428,5.371538538068177
id_000429,5.20009675331824
id_000430,5.242209673906824
id_000431,6.26582097362401
id_000432,5.102379704630081
id_000433,6.702634351862514
id_000434,5.5662773540715795
id_000435,5.662315059633616
id_000436,5.5662773540715795
id_000437,5.257275414024535
id_000438,6.072637409591957
id_000439,5.662315059633616
id_000440,4.9511736216120905
id_000441,5.732267502638768
id_000442,6.191363865457183
id_000443,5.913269095692884
id_000444,6.153526708356101
id_000445,6.204494974327447
id_000446,5.233615381989797
id_000447,5.9393936158531275
id_000448,5.959463893090232
id_000449,5.493777756260749
id_000450,6.034172690905236
id_000451,6.034172690905236
id_000452,5.341917725209942
id_000453,5.376520287213545
id_000454,6.292018887781383
id_000455,6.218095234965777
id_000456,6.693358293863565
id_000457,5.520283731433819
id_000458,5.197605878745552
id_000459,6.292018887781383
id_000460,5.113444158882479
id_000461,6.101521607737211
id_000462,5.07891508201053
id_000463,6.517791223228059
id_000464,4.85831063244138
id_000465,5.491172063216325
id_000466,5.795953179541449
id_000467,6.102066411508162
id_000468,6.9981187890859164
id_000469,5.476953513675383
id_000470,4.862112910418352
id_000471,6.064736232176604
id_000472,5.958847771058853
id_000473,5.910915183431167
id_000474,5.92434291376284
id_000475,5.600071983101779
id_000476,5.359538461214442
id_000477,5.723637551591544
id_000478,6.261932430493715
id_000479,5.359538461214442
id_000480,5.297804529323354
id_000481,5.693201608813574
id_000482,6.397903841560501
id_000483,5.500480181872321
id_000484,5.500480181872321
id_000485,6.88244295845723
id_000486,5.249302918348768
id_000487,5.249302918348768
id_000488,5.3086172939275755
id_000489,6.166033762979359
id_000490,5.76138844353929
id_000491,5.363180988906426
id_000492,6.81664578625798
id_000493,6.862245082726727
id_000494,5.945348722466751
id_000495,6.377634647569577
id_000496,6.0841640009351465
id_000497,5.106478604068463
id_000498,6.114209124882739
id_000499,6.0841640009351465
id_000500,5.945348722466751
id_000501,5.106478604068463
id_000502,6.414449916915985
id_000503,6.414449916915985
id_000504,6.1902742579152665
id_000505,6.180077615342419
id_000506,6.451851414507964
id_000507,6.180077615342419
id_000508,5.147712273423223
id_000509,5.512408940465641
id_000510,6.380895629114217
id_000511,5.421995492527528
id_000512,5.512408940465641
id_000513,5.536525344246776
id_000514,6.169625684648231
id_000515,6.169625684648231
id_000516,5.130221302783367
id_000517,6.222945696010047
id_000518,4.781925998838895
id_000519,6.558551407072281
id_000520,6.039242872075164
id_000521,5.877150539321292
id_000522,5.288233281464922
id_000523,5.58601318384582
id_000524,5.41179884995468
id_000525,5.399825159548121
id_000526,5.339047471361151
id_000527,6.039242872075164
id_000528,6.158031373517776
id_000529,5.149015835746397
id_000530,5.065200002900463
id_000531,6.068388032551622
id_000532,5.892535688874444
id_000533,5.892535688874444
id_000534,6.838789732790211
id_000535,5.616099641133488
id_000536,6.068388032551622
id_000537,5.065200002900463
id_000538,5.283535373759293
id_000539,6.6373141725124265
id_000540,6.039556607300726
id_000541,5.2551788656208664
id_000542,5.988054977112704
id_000543,5.10666474080062
id_000544,5.71963275838759
id_000545,5.2681630042278105
id_000546,5.209650887412526
id_000547,5.254326000834218
id_000548,6.083115726733312
id_000549,5.935813133738523
id_000550,5.213021013219036
id_000551,5.21468540945225
id_000552,5.61029501212181
id_000553,5.567115271965328
id_000554,5.138181018437472
id_000555,5.929914674992536
id_000556,5.929914674992536
id_000557,6.214623805978507
id_000558,5.929914674992536
id_000559,6.214623805978507
id_000560,6.764696965872058
id_000561,5.965813325872869
id_000562,5.276259591058356
id_000563,5.147881296391233
id_000564,5.815786714023286
id_000565,6.764696965872058
id_000566,5.965813325872869
id_000567,4.874619965041595
id_000568,4.874619965041595
id_000569,5.821309668466456
id_000570,6.241550584902294
id_000571,6.204708837974167
id_000572,6.241550584902294
id_000573,6.03192215756098
id_000574,5.2668444950117355
id_000575,5.786496750154754
id_000576,5.969104292337847
id_000577,5.501765198829432
id_000578,5.408763171611027
id_000579,5.48253283948606
id_000580,5.689493528205572
id_000581,5.439157689914392
id_000582,5.439157689914392
id_000583,5.289841306330615
id_000584,5.771656404372567
id_000585,6.112657380250021
id_000586,5.339216494329161
id_000587,6.0402440475925205
id_000588,4.855064597789648
id_000589,6.939035482052498
id_000590,5.991161973716764
id_000591,5.491778912564669
id_000592,6.027079537597815
id_000593,5.491778912564669
id_000594,5.227429206830769
id_000595,4.990198090962685
id_000596,5.169918265532848
id_000597,5.43503240402883
id_000598,5.394396311339385
id_000599,5.258682355265178
id_000600,5.184891975152842
id_000601,4.8422287699133975
id_000602,5.27838603324784
id_000603,4.735043852284276
id_000604,5.27838603324784
id_000605,5.0591022597659965
id_000606,5.0692989023388435
id_000607,6.469490695878536
id_000608,5.74102154484077
id_000609,5.628449112342987
id_000610,6.670267376310252
id_000611,5.583567241086371
id_000612,5.549464551040481
id_000613,5.249708684072054
id_000614,5.519907950630872
id_000615,5.177706791347696
id_000616,5.31476564308516
id_000617,5.31476564308516
id_000618,5.71282478698731
id_000619,5.746183665373899
id_000620,5.454880885403574
id_000621,5.202516309630505
id_000622,5.173729816192848
id_000623,5.176149372505107
id_000624,6.290463635810033
id_000625,5.3801421026682315
id_000626,5.3801421026682315
id_000627,5.04586993884951
id_000628,5.04586993884951
id_000629,5.163533173620001
id_000630,4.908168578633498
id_000631,5.163533173620001
id_000632,5.662386377894037
id_000633,5.771780495527331
id_000634,5.506873114866273
id_000635,5.468308615735245
id_000636,4.802120367230771
id_000637,4.724811550581217
id_000638,4.713726384091517
id_000639,4.927972128194988
id_000640,5.889864442914002
id_000641,5.260844456584865
id_000642,5.231749902131525
id_000643,5.260844456584865
id_000644,5.231749902131525
id_000645,5.260844456584865
id_000646,5.362574139558081
id_000647,5.2727318818381015
id_000648,5.352255572701701
id_000649,5.943909720569069
id_000650,6.007035646807885
id_000651,5.477693726861535
id_000652,5.5470528358093265
id_000653,7.605667231147186
id_000654,6.518336026999024
id_000655,5.353917802063676
id_000656,5.297002270559824
id_000657,5.477693726861535
id_000658,5.704457965142538
id_000659,5.2976034456982966
id_000660,5.371117825451989
id_000661,5.2976034456982966
id_000662,5.2270798124750035
id_000663,5.221748668973863
id_000664,5.880828726143492
id_000665,5.809211886905119
id_000666,5.266942199719331
id_000667,5.329019851756313
id_000668,5.45907748954955
id_000669,5.513889366837937
id_000670,5.45907748954955
id_000671,5.571815346542181
id_000672,4.936919412940944
id_000673,4.249526347844202
id_000674,4.936919412940944
id_000675,5.396146972725914
id_000676,5.732601950101633
id_000677,5.396146972725914
id_000678,5.034873204384364
id_000679,5.1181970063536895
id_000680,5.667939317257531
id_000681,5.313788687143741
id_000682,5.58948101435992
id_000683,5.489148999944318
id_000684,5.574426713796469
id_000685,4.584767626523226
id_000686,5.574426713796469
id_000687,4.903909928910128
id_000688,5.26108119934014
id_000689,4.9753577451804905
id_000690,5.4328082571317555
id_000691,4.742047233099734
id_000692,4.897053427223453
id_000693,5.130215628573494
id_000694,5.319984134985797
id_000695,5.334377381704622
id_000696,6.414825788853456
id_000697,5.067619559212729
id_000698,5.067619559212729
id_000699,5.3087299455280785
id_000700,6.017457592581734
id_000701,4.815630764242609
id_000702,5.067619559212729
id_000703,5.0352525836604745
id_000704,5.495220356631595
id_000705,5.011171839009549
id_000706,4.739405880925108
id_000707,5.013206341835833
id_000708,5.664411608037284
id_000709,5.990731988417541
id_000710,5.794679602138615
id_000711,4.812322684013484
id_000712,5.29106427771034
id_000713,5.048834298932734
id_000714,5.360842023537616
id_000715,5.086138091817125
id_000716,5.161519383031013
id_000717,5.360842023537616
id_000718,5.5204527544018305
id_000719,5.251696088213858
id_000720,5.068780485015075
id_000721,5.251696088213858
id_000722,5.234240776704205
id_000723,5.578025741277138
id_000724,5.529770145740854
id_000725,5.006607295141729
id_000726,5.419628709109619
id_000727,5.676144957215418
id_000728,5.174988446702776
id_000729,5.174988446702776
id_000730,5.920077158227687
id_000731,5.2894205937144285
id_000732,5.6089821771156005
id_000733,4.816996372143169
id_000734,5.3865928386316275
id_000735,5.17752065461554
id_000736,4.57923539939702
id_000737,4.57923539939702
id_000738,5.192669061413424
id_000739,5.266915813272156
id_000740,5.002074076661648
id_000741,5.6617367636036855
id_000742,5.266780613124644
id_000743,5.001046514697116
id_000744,5.726184871677987
id_000745,5.554611724680703
id_000746,5.28779002030172
id_000747,5.342225786225632
id_000748,5.51332928561253
id_000749,5.338444422839853
id_000750,5.28779002030172
id_000751,5.099894467194146
id_000752,5.099894467194146
id_000753,5.212237667456231
id_000754,5.099894467194146
id_000755,5.131485533356933
id_000756,5.085366185608586
id_000757,5.165141529047228
id_000758,4.843030863396164
id_000759,4.843030863396164
id_000760,5.3217668199562596
id_000761,5.26928096273425
id_000762,5.10640544949835
id_000763,5.183180773723564
id_000764,5.10640544949835
id_000765,5.089767343645135
id_000766,5.10416059036396
id_000767,5.121995281149724
id_000768,5.224356033047214
id_000769,5.241277815059412
id_000770,4.985629543913927
id_000771,5.241277815059412
id_000772,5.001591318468082
id_000773,5.167891364360658
id_000774,5.431339270313727
id_000775,5.430172707374637
id_000776,4.706665126160374
id_000777,5.171966044223103
id_000778,5.3583005429418105
id_000779,5.80054444041798
id_000780,5.381402532414738
id_000781,5.126672807179576
id_000782,5.462706906658331
id_000783,5.054402350469921
id_000784,5.462706906658331
id_000785,5.281038659695978
id_000786,5.538302392080481
id_000787,5.538302392080481
id_000788,5.504939915220742
id_000789,5.504939915220742
id_000790,5.049548125671711
id_000791,5.543930487604584
id_000792,5.159103664618922
id_000793,5.212880175934778
id_000794,5.6148693615880765
id_000795,6.71056354968085
id_000796,5.020727974694304
id_000797,5.390184595019736
id_000798,5.901973498748844
id_000799,5.80964403907558
id_000800,5.80964403907558
id_000801,5.055489919348242
id_000802,5.412300521148978
id_000803,6.309284720501009
id_000804,5.2322533725624005
id_000805,5.395887846704414
id_000806,6.745070206213448
id_000807,6.682966167729284
id_000808,6.745070206213448
id_000809,5.116389734172628
id_000810,5.613670775065065
id_000811,5.626303885360429
id_000812,5.942827623546723
id_000813,5.900372984402714
id_000814,6.0821991453403506
id_000815,6.199913023207073
id_000816,5.900372984402714
id_000817,5.705618890944862
id_000818,6.453322200562571
id_000819,4.900861139983279
id_000820,5.191756152639858
id_000821,5.050880076032527
id_000822,6.93281381304403
id_000823,5.3467832242816495
id_000824,5.3467832242816495
id_000825,5.609393377621748
id_000826,5.77155886494574
id_000827,6.117650568949664
id_000828,5.77155886494574
id_000829,6.3124030284517
id_000830,5.615156838574113
id_000831,5.528787920297344
id_000832,5.615156838574113
id_000833,5.569361967409402
id_000834,5.5277376445050335
id_000835,4.968149847547574
id_000836,4.942787886766586
id_000837,6.202710250693395
id_000838,6.202710250693395
id_000839,6.201038252806081
id_000840,5.450047575196557
id_000841,6.418447439027373
id_000842,5.3297056580922995
id_000843,5.824615912385877
id_000844,4.943263171513708
id_000845,6.021612863387635
id_000846,5.186907730259177
id_000847,5.186907730259177
id_000848,5.199815078749725
id_000849,5.186907730259177
id_000850,5.201300976978002
id_000851,5.379604735270603
id_000852,5.379604735270603
id_000853,5.508127705122142
id_000854,6.004345524919838
id_000855,6.004345524919838
id_000856,5.732134469362501
id_000857,6.004345524919838
id_000858,6.281656985994451
id_000859,6.015763137281941
id_000860,5.750215175586563
id_000861,5.120909511507974
id_000862,5.187971281915453
id_000863,5.713737861041646
id_000864,5.198875783528983
id_000865,5.120909511507974
id_000866,5.178063622076799
id_000867,5.8899510386288645
id_000868,5.822181409180702
id_000869,5.750215175586563
id_000870,5.586952644347324
id_000871,5.734965428534807
id_000872,5.548980121817974
id_000873,5.638337619753905
id_000874,6.259325066420364
id_000875,6.331073507333073
id_000876,6.412383518713419
id_000877,5.793524478753799
id_000878,5.734965428534807
id_000879,5.346161465113525
id_000880,5.149307150632594
id_000881,5.2970963026480105
id_000882,5.6420272832035
id_000883,6.460019154318162
id_000884,5.149307150632594
id_000885,5.346161465113525
id_000886,5.353959300684529
id_000887,5.2476761828362255
id_000888,6.212687136067471
id_000889,5.756431207458279
id_000890,4.851080223334582
id_000891,5.691714002483241
id_000892,5.1401362337145855
id_000893,5.298516354471856
id_000894,5.1401362337145855
id_000895,5.223076818507627
id_000896,5.555671438436819
id_000897,6.619160237572005
id_000898,5.555671438436819
id_000899,6.619160237572005
id_000900,5.186699412614672
id_000901,6.392163094435901
id_000902,5.602211866436007
id_000903,5.602211866436007
id_000904,5.621874376359357
id_000905,5.621874376359357
id_000906,5.1994806312868596
id_000907,5.779583968235087
id_000908,5.883496464765302
id_000909,5.686852506592479
id_000910,6.192584963454082
id_000911,6.843007086246618
id_000912,6.2163162226147115
id_000913,6.375748620754765
id_000914,6.455694823471122
id_000915,6.192584963454082
id_000916,6.404506891435542
id_000917,5.432432843963461
id_000918,5.687397145082667
id_000919,6.038662409173995
id_000920,5.923418895996541
id_000921,5.828553225229577
id_000922,6.038662409173995
id_000923,5.923418895996541
id_000924,5.687397145082667
id_000925,5.91008503247229
id_000926,6.226169107968545
id_000927,5.956289011418137
id_000928,4.928105326752025
id_000929,5.91008503247229
id_000930,6.404790567594525
id_000931,5.525134118331856
id_000932,5.2530298748843745
id_000933,5.423562184053146
id_000934,5.2530298748843745
id_000935,5.525134118331856
id_000936,6.399168109207189
id_000937,6.399168109207189
id_000938,5.474862932970001
id_000939,6.6401208750356675
id_000940,5.967058808726481
id_000941,6.576666138470739
id_000942,6.692287396968482
id_000943,5.6235160587648
id_000944,5.417479553092356
id_000945,6.498619073152389
id_000946,5.933724352269718
id_000947,6.354177498396468
id_000948,6.60935808644894
id_000949,6.700729374973857
id_000950,6.700729374973857
id_000951,6.700729374973857
id_000952,6.60935808644894
id_000953,6.148154066234122
id_000954,6.425491913755911
id_000955,6.366044174339288
id_000956,6.023773128397624
id_000957,6.127614306667417
id_000958,6.052753232013889
id_000959,5.8063022642336
id_000960,5.354727534273664
id_000961,5.871879605087838
id_000962,5.069419155593449
id_000963,5.157101148303439
id_000964,6.209615596239724
id_000965,5.871879605087838
id_000966,6.034007431691151
id_000967,6.346725384561839
id_000968,4.941332010531774
id_000969,6.367227648688628
id_000970,5.4502091617912365
id_000971,6.176275502646217
id_000972,6.176275502646217
id_000973,6.2449412947384575
id_000974,5.936889593624117
id_000975,6.51765602308056
id_000976,5.366297258193521
id_000977,5.366297258193521
id_000978,5.029543694839038
id_000979,6.010935464211676
id_000980,5.694667088292969
id_000981,5.694347753003775
id_000982,4.957166223665638
id_000983,6.46272438837988
id_000984,5.694347753003775
id_000985,5.694667088292969
id_000986,5.808629752975015
id_000987,6.157276213438724
id_000988,5.4355415115964565
id_000989,5.354642903076149
id_000990,6.060571614541434
id_000991,5.354642903076149
id_000992,5.464716859347144
id_000993,5.3239177752101
id_000994,5.464716859347144
id_000995,5.537426978746831
id_000996,5.364540959670233
id_000997,6.2066816257846185
id_000998,6.2066816257846185
id_000999,4.57366551155015
id_001000,6.118492490024342
id_001001,6.076441486805508
id_001002,5.91112186711985
id_001003,6.364079153463722
id_001004,6.600371304672606
id_001005,5.6506401204865835
id_001006,6.600371304672606
id_001007,6.364079153463722
id_001008,6.349685906744897
id_001009,6.407501273512218
id_001010,5.830059872768285
id_001011,6.5493768175348634
id_001012,5.835116778074247
id_001013,4.706467880435483
id_001014,5.1431231423448125
id_001015,5.727650351157367
id_001016,6.135083331912309
id_001017,6.573722527697937
id_001018,6.7143093821440685
id_001019,6.7143093821440685
id_001020,5.601702721795259
id_001021,6.3902883418946
id_001022,6.3902883418946
id_001023,5.606072186809413
id_001024,6.550909686239976
id_001025,5.499097790769156
id_001026,5.199052482297335
id_001027,6.627035028540183
id_001028,5.544575162954378
id_001029,5.695602545613536
id_001030,5.499097790769156
id_001031,5.843427559113047
id_001032,5.716195078074598
id_001033,4.914023978949057
id_001034,5.483840404990178
id_001035,5.016238219352431
id_001036,5.885057353873404
id_001037,6.584941058025444
id_001038,4.557780729466295
id_001039,6.547652377314732
id_001040,5.896360515398425
id_001041,4.901112994912226
id_001042,5.347589118591463
id_001043,5.896360515398425
id_001044,6.041658627560384
id_001045,6.3287367088355015
id_001046,6.000900408233509
id_001047,5.3063087181868775
id_001048,5.701677740200995
id_001049,5.836676033226528
id_001050,5.784077359123258
id_001051,5.701677740200995
id_001052,5.217142461204432
id_001053,6.278165101185185
id_001054,6.661340638520836
id_001055,4.9365793283413275
id_001056,4.9365793283413275
id_001057,6.273759811760042
id_001058,5.267618365737622
id_001059,6.0550958329289815
id_001060,6.273759811760042
id_001061,5.863065353618157
id_001062,6.496620394737072
id_001063,6.134700114736031
id_001064,6.4221161508126485
id_001065,5.717258464450104
