obs_id,median_income_pred
id_000183,17200.150213889166
id_000184,55566.89210347964
id_000185,37137.66478309722
id_000186,38019.767237454835
id_000187,28303.861316891616
id_000188,58139.62464601649
id_000189,49535.34879863398
id_000190,44473.06490281144
id_000191,52377.86627626528
id_000192,37079.513520664055
id_000193,29758.949669777736
id_000194,33125.36982422171
id_000195,36861.149718395114
id_000196,37718.953139512654
id_000197,24061.042341350185
id_000198,24263.509205370854
id_000199,38602.03090456563
id_000200,36385.721080559415
id_000201,39983.58710652521
id_000202,42616.556367150784
id_000203,41252.20051052611
id_000204,49273.66330481519
id_000205,50745.320929974565
id_000206,38066.780213168895
id_000207,47667.65691582648
id_000208,34977.12901032307
id_000209,41964.204681223615
id_000210,37038.93601575793
id_000211,35180.3060775032
id_000212,52866.0565479444
id_000213,34098.15276194694
id_000214,31672.61593373596
id_000215,34851.08493150558
id_000216,38053.933268780245
id_000217,55158.02570039763
id_000218,38022.97828982609
id_000219,49336.03700154216
id_000220,44496.77388511224
id_000221,82639.27997803621
id_000222,49762.764015284374
id_000223,23569.85838932153
id_000224,38026.34529720081
id_000225,34421.0913025238
id_000226,21675.804588020885
id_000227,58451.21634525597
id_000228,38358.74513358173
id_000229,31315.153093922683
id_000230,46975.335912457595
id_000231,54279.907172612206
id_000232,43966.84121604941
id_000233,43499.868595693806
id_000234,37134.56428376074
id_000235,44048.125079646845
id_000236,40136.10330852491
id_000237,33636.15805783484
id_000238,26687.241110401024
id_000239,38959.735064726454
id_000240,34367.969102381154
id_000241,39450.41012092518
id_000242,37344.38460752481
id_000243,44261.921156593075
id_000244,41274.517088744855
id_000245,37709.426309803675
id_000246,40195.94331844453
id_000247,42256.37144489069
id_000248,32523.81545248561
id_000249,40761.187941877826
id_000250,32739.99598644573
id_000251,38391.49824267305
id_000252,43477.254966853725
id_000253,34119.0284024534
id_000254,32732.72506770184
id_000255,32861.07175062147
id_000256,51177.067212356094
id_000257,43374.11830233571
id_000258,38072.13777098232
id_000259,45084.835429552055
id_000260,55567.969407597586
id_000261,48191.21407345812
id_000262,50576.41324363355
id_000263,29332.39961721068
id_000264,24119.9120355913
id_000265,41704.72441266486
id_000266,45151.42179781466
id_000267,57797.9869008374
id_000268,41592.773743702426
id_000269,44215.46513093262
id_000270,45295.56098648561
id_000271,35688.42600393852
id_000272,41893.41465336482
id_000273,35449.26637317
id_000274,42510.008965566565
id_000275,24563.465854797378
id_000276,13512.993540591095
id_000277,14483.37645909658
id_000278,21714.653218543237
id_000279,58055.30113871414
id_000280,40077.36280947192
id_000281,24249.237500077714
id_000282,20393.24694731934
id_000283,15300.366922247971
id_000284,27609.279079477627
id_000285,23799.03449611706
id_000286,28875.79149709484
id_000287,44241.935157757944
id_000288,50406.88596986837
id_000289,59304.005764803944
id_000290,47594.25818362503
id_000291,47130.78828258951
id_000292,48288.66886116555
id_000293,76812.4125669234
id_000294,66622.49977661479
id_000295,47292.85678531436
id_000296,73888.41649506676
id_000297,49784.518714077705
id_000298,46275.05710068697
id_000299,67369.34040911891
id_000300,40859.606709000014
id_000301,46188.852482549635
id_000302,25067.098723552564
id_000303,15547.41851471087
id_000304,48067.525764391205
id_000305,27597.030083090667
id_000306,22798.097455448842
id_000307,23723.22863564645
id_000308,21773.317289561834
id_000309,24245.1119262421
id_000310,25787.285472936117
id_000311,64296.89454671369
id_000312,26810.778225139795
id_000313,28582.29974096934
id_000314,35849.400935054495
id_000315,27941.786299590593
id_000316,33215.45483668098
id_000317,32501.596893003763
id_000318,41446.67856026843
id_000319,35047.98345655379
id_000320,52871.733842962
id_000321,69188.69606571832
id_000322,45434.36872185045
id_000323,53362.485581834444
id_000324,39500.334254860856
id_000325,43374.64136969761
id_000326,38866.63730672953
id_000327,50103.508213956695
id_000328,42409.64103498507
id_000329,47593.10621757744
id_000330,30876.655495671726
id_000331,16621.732692241312
id_000332,29543.370239938507
id_000333,41635.886119328025
id_000334,33240.90620834171
id_000335,35889.73242065995
id_000336,43591.51134793
id_000337,37084.31382700051
id_000338,47600.096656418486
id_000339,29941.36421668403
id_000340,36987.53783219655
id_000341,23218.198223196567
id_000342,23712.437301656704
id_000343,29484.502932432333
id_000344,35165.91888519457
id_000345,31450.924159979877
id_000346,40549.68018577051
id_000347,32945.13539906449
id_000348,55248.54966707966
id_000349,47324.804950608726
id_000350,48263.60622888159
id_000351,70141.48541268389
id_000352,69733.17256677571
id_000353,35959.443011977644
id_000354,37168.99101445839
id_000355,52949.47101350281
id_000356,44698.73581497281
id_000357,14153.961657765773
id_000358,34172.0103053152
id_000359,42329.6727180911
id_000360,48316.3436767089
id_000361,27999.118139846447
id_000362,36225.72417034787
id_000363,17822.27688641077
id_000364,23879.830557576097
id_000365,27363.064153164836
id_000366,36709.25437899989
id_000367,32397.23274341399
id_000368,34296.887921919726
id_000369,41445.63305633713
id_000370,40841.255260483
id_000371,44431.649781280896
id_000372,32879.04273491893
id_000373,37149.49167612696
id_000374,42155.19922420902
id_000375,39398.74791535522
id_000376,36197.144753322034
id_000377,29064.03260682862
id_000378,39836.9708261081
id_000379,32102.98187323754
id_000380,47080.508978963575
id_000381,36800.93527978009
id_000382,33470.12366713467
id_000383,25323.703279275123
id_000384,21036.880027898984
id_000385,21900.109630176383
id_000386,22061.12719836675
id_000387,15838.940883846688
id_000388,22988.622273003606
id_000389,32849.99849000221
id_000390,24739.261397309325
id_000391,25979.254929600036
id_000392,21709.52812914547
id_000393,22791.55380536161
id_000394,21926.294177786207
id_000395,26498.552079519777
id_000396,27914.387788997512
id_000397,29650.10810210287
id_000398,15821.323439675747
id_000399,64538.70760819446
id_000400,57107.48731523608
id_000401,25034.030305286204
id_000402,23934.11803088186
id_000403,12462.245797501702
id_000404,36124.25684199484
id_000405,16644.049045749096
id_000406,27260.994890302507
id_000407,18239.43824330592
id_000408,20186.117206935978
id_000409,20756.415805068635
id_000410,23175.651260272287
id_000411,39436.25494019735
id_000412,28662.105794603478
id_000413,33307.53036353124
id_000414,24757.11895792836
id_000415,21790.60822950502
id_000416,17621.883779871936
id_000417,20259.265061794555
id_000418,14179.260758533135
id_000419,44205.25963531969
id_000420,75821.71501640325
id_000421,49741.50389874863
id_000422,36870.72637890993
id_000423,32696.076527589943
id_000424,35860.64873062144
id_000425,15260.2066557981
id_000426,30916.671507468953
id_000427,27633.3753686977
id_000428,22610.08667127707
id_000429,45306.7963653368
id_000430,22606.67192190579
id_000431,46242.80205974985
id_000432,30393.267696164625
id_000433,28301.062335115792
id_000434,30262.89733601507
id_000435,43077.99782876397
id_000436,35526.46036801633
id_000437,60514.059471803484
id_000438,35199.34175749525
id_000439,54983.14731730939
id_000440,46302.47707059136
id_000441,35398.533063896
id_000442,41062.61222719768
id_000443,15720.059848998573
id_000444,25406.94918937134
id_000445,23787.165377211142
id_000446,20231.98647405677
id_000447,25284.002535360556
id_000448,48190.44585827881
id_000449,27914.517122321617
id_000450,23047.159348767364
id_000451,44165.340689220626
id_000452,41077.833974559435
id_000453,75169.40945774685
id_000454,107002.2313672246
id_000455,54899.98393472486
id_000456,86487.05413197966
id_000457,45669.572774058906
id_000458,98791.05445026384
id_000459,133801.58530174414
id_000460,71650.11159931346
id_000461,124373.9446795747
id_000462,107723.65463830974
id_000463,25174.99353200552
id_000464,47009.1024793514
id_000465,28796.842714860835
id_000466,53666.56205991101
id_000467,85943.48766523521
id_000468,67643.57951619715
id_000469,65524.103584877215
id_000470,62819.599433383315
id_000471,71364.67487724485
id_000472,57561.80253317956
id_000473,73618.12801394769
id_000474,47273.69555639364
id_000475,66663.57159197045
id_000476,30979.848954559486
id_000477,37908.832396389414
id_000478,37200.4759789751
id_000479,66466.18735179683
id_000480,46106.125392699316
id_000481,50709.239324978764
id_000482,56749.21361349597
id_000483,55475.27631665397
id_000484,75698.66856672875
id_000485,52337.86926750696
id_000486,35955.754867426134
id_000487,39356.4370189484
id_000488,42836.82247417703
id_000489,37998.9725335046
id_000490,20733.9394971683
id_000491,44615.02629375869
id_000492,48199.121803944785
id_000493,53110.02907604384
id_000494,43381.95576698786
id_000495,46182.96087728708
id_000496,50316.498297495935
id_000497,54098.1398883462
id_000498,54602.9326210824
id_000499,67096.94117081138
id_000500,54951.59223227043
id_000501,39491.47106990772
id_000502,48321.02214895521
id_000503,30628.982698261807
id_000504,37809.40212756032
id_000505,48480.66603485834
id_000506,92034.25758431031
id_000507,69589.39212666635
id_000508,64427.644490276754
id_000509,61377.19243126715
id_000510,111320.38759170481
id_000511,61646.24736438458
id_000512,51757.64943042765
id_000513,45544.30414267883
id_000514,62833.92384149727
id_000515,116967.07859104728
id_000516,38671.4971272322
id_000517,43056.316438742804
id_000518,54702.82290198586
id_000519,68254.68401186919
id_000520,23380.839452552886
id_000521,20274.90050326445
id_000522,39948.419706428926
id_000523,28321.343249576767
id_000524,42567.41209069219
id_000525,26583.123901511124
id_000526,26696.883459714634
id_000527,35297.20104007582
id_000528,46410.50562674314
id_000529,50211.26512426087
id_000530,65331.35657141008
id_000531,58867.55755949759
id_000532,51961.77528649473
id_000533,45016.29147943301
id_000534,89197.36321098117
id_000535,86634.04328328982
id_000536,39616.56728568568
id_000537,67036.99476744307
id_000538,67774.26318636691
id_000539,52210.68355908845
id_000540,101922.46247063286
id_000541,61847.74128017526
id_000542,66901.40765748498
id_000543,80412.89255703389
id_000544,87763.72741540452
id_000545,104237.89687597664
id_000546,16376.488983843252
id_000547,23330.569024206772
id_000548,11996.057774191271
id_000549,32930.78551840177
id_000550,25828.211923683284
id_000551,17911.76908478519
id_000552,28002.987468261417
id_000553,40861.009313490016
id_000554,31630.895894079968
id_000555,55382.49164622383
id_000556,36107.447792217514
id_000557,46128.017186024656
id_000558,46229.56491956893
id_000559,43079.45806029589
id_000560,61894.09466079358
id_000561,46410.92692410707
id_000562,51584.71660373506
id_000563,51593.523108711204
id_000564,62112.31545315402
id_000565,45704.24150107428
id_000566,41737.57217316638
id_000567,46214.07556551736
id_000568,35587.567468495974
id_000569,37595.71677688621
id_000570,42503.05201224038
id_000571,37173.156408352734
id_000572,37510.66913012824
id_000573,47041.467321456985
id_000574,44930.38617874133
id_000575,51606.11453325619
id_000576,35394.80587580815
id_000577,37797.115434221756
id_000578,25505.156880543662
id_000579,31254.851531052343
id_000580,92561.82189466334
id_000581,31876.739030165456
id_000582,16142.603545421567
id_000583,21880.751161183776
id_000584,20301.90685402255
id_000585,8410.814711437853
id_000586,63420.35426071947
id_000587,30645.78924713767
id_000588,51069.78075316581
id_000589,38065.93125819217
id_000590,69135.9293942964
id_000591,40610.65948023017
id_000592,20695.44437598487
id_000593,21421.49986110892
id_000594,39998.37363849269
id_000595,46308.03488429979
id_000596,55539.81872129117
id_000597,63381.219749049866
id_000598,58229.22506930452
id_000599,65690.95610716015
id_000600,53866.32807242551
id_000601,39591.2485201511
id_000602,39883.29421337498
id_000603,53571.04146542246
id_000604,47262.73684113017
id_000605,46732.41572205347
id_000606,40829.71395147978
id_000607,46448.26292085262
id_000608,47924.68494036294
id_000609,41400.77562811743
id_000610,49215.72817943196
id_000611,35714.98490512771
id_000612,35455.04396165441
id_000613,24216.362299780227
id_000614,63742.50294906711
id_000615,63358.655252509285
id_000616,51684.28338658405
id_000617,39819.86961617359
id_000618,52270.13909612894
id_000619,78823.43872981933
id_000620,31871.700036959377
id_000621,27037.638703382574
id_000622,17903.72581224208
id_000623,26372.97519090622
id_000624,24828.09559056855
id_000625,26655.396358897622
id_000626,33176.733598561244
id_000627,34929.577549959715
id_000628,42802.238955900706
id_000629,45237.454756582854
id_000630,35472.23294316831
id_000631,40732.14105243608
id_000632,44510.28384202705
id_000633,34180.74660473579
id_000634,28458.803582622648
id_000635,30639.926551697514
id_000636,57551.7038389878
id_000637,42394.50245807847
id_000638,37602.68683870989
id_000639,14274.174773515731
id_000640,25872.18745934877
id_000641,38817.984427393894
id_000642,68550.98706371745
id_000643,43187.06196088494
id_000644,31926.649190739143
id_000645,78512.73315950228
id_000646,98955.57273557335
id_000647,106393.15544605417
id_000648,93343.16568848687
id_000649,122029.1079310845
id_000650,62492.30523915738
id_000651,18185.963600234714
id_000652,25101.820375276653
id_000653,27031.721057305174
id_000654,27650.049391838285
id_000655,21021.024821490893
id_000656,19564.27193354151
id_000657,55097.43735128509
id_000658,57492.72838591864
id_000659,75480.54955224907
id_000660,84213.90264428871
id_000661,51291.69472871696
id_000662,71584.54326895165
id_000663,81354.11491322813
id_000664,92354.08538496484
id_000665,56241.39204650585
id_000666,87720.18019898671
id_000667,24832.795548025628
id_000668,41772.08434254084
id_000669,62439.03340249259
id_000670,67804.8212513655
id_000671,52597.95744728413
id_000672,49863.994189207755
id_000673,44795.303347811496
id_000674,55538.259031603055
id_000675,85701.82917658114
id_000676,50788.62690190718
id_000677,70130.31724232304
id_000678,112911.53915627954
id_000679,44242.33408826381
id_000680,108966.59180894175
id_000681,84751.1230130195
id_000682,69282.90352292184
id_000683,61142.94809364208
id_000684,73958.98077362015
id_000685,115161.8078473988
id_000686,43221.50115057302
id_000687,124462.88462055271
id_000688,131489.85696766787
id_000689,84641.69354464528
id_000690,80412.54069725306
id_000691,43588.04429366058
id_000692,64993.63983376763
id_000693,78772.59359211949
id_000694,57457.5544453554
id_000695,45951.039234924916
id_000696,30170.379586973337
id_000697,41902.68939373075
id_000698,45722.42420825819
id_000699,50138.99710204039
id_000700,43753.238615454335
id_000701,48772.75157804755
id_000702,36704.961052422244
id_000703,40566.086101442146
id_000704,38480.40301680099
id_000705,34009.63898343059
id_000706,37891.11655016332
id_000707,36360.5567346222
id_000708,48754.8972218597
id_000709,30489.61320064154
id_000710,36091.696539601886
id_000711,32773.72562796375
id_000712,28803.183434564187
id_000713,46695.80073832865
id_000714,25005.178003669695
id_000715,16417.7290912587
id_000716,23732.66925015732
id_000717,13985.708370123068
id_000718,30361.469807555823
id_000719,21078.487806277833
id_000720,31166.183746680512
id_000721,45540.344423181006
id_000722,49548.65037856434
id_000723,36076.2223760812
id_000724,37235.20172902483
id_000725,44178.48482938667
id_000726,22590.373855511913
id_000727,19443.87244041904
id_000728,16439.79616037042
id_000729,26070.921591464026
id_000730,13348.15593488993
id_000731,8084.477469231147
id_000732,37211.68200490566
id_000733,37259.33324733669
id_000734,38019.38747858166
id_000735,68539.10158538376
id_000736,38152.984594974114
id_000737,30130.423437914465
id_000738,28535.048697528004
id_000739,24710.594053443296
id_000740,31447.305306306054
id_000741,66824.20911300098
id_000742,57964.28399805157
id_000743,20475.86961285803
id_000744,25504.229539892916
id_000745,27891.443914439507
id_000746,37584.7223368642
id_000747,45057.48409267142
id_000748,60262.98274531744
id_000749,37070.89001380972
id_000750,42413.8326931818
id_000751,23742.90383557108
id_000752,44738.4021686274
id_000753,79180.31922989083
id_000754,39384.449577293315
id_000755,31385.54221546802
id_000756,59444.48753742652
id_000757,36426.97597627726
id_000758,51077.16926667388
id_000759,44549.91138091598
id_000760,60431.5697410172
id_000761,95593.02423682567
id_000762,17525.237814562643
id_000763,49012.9582482663
id_000764,31491.99308756668
id_000765,52377.514372772195
id_000766,42834.295912286994
id_000767,57879.51630728881
id_000768,57618.05312852463
id_000769,59996.84498241389
id_000770,39045.07403863047
id_000771,65331.508819282666
id_000772,63383.702464564514
id_000773,45140.194759562924
id_000774,34947.811201257166
id_000775,18637.577620651762
id_000776,19167.01398457974
id_000777,13790.547382613515
id_000778,15675.859720018145
id_000779,16108.597919338144
id_000780,19301.535244396287
id_000781,35454.54952380903
id_000782,23473.711826464587
id_000783,34893.23181673936
id_000784,33722.22837928638
id_000785,41163.52524812154
id_000786,45624.41861944942
id_000787,58815.6428709807
id_000788,64715.36217089268
id_000789,32966.801384683815
id_000790,47672.96608678887
id_000791,50906.246155079214
id_000792,43863.946819294826
id_000793,36922.37772527999
id_000794,48478.1913900905
id_000795,49264.63939938364
id_000796,41396.78388828124
id_000797,52649.34295740652
id_000798,60104.31287253303
id_000799,35926.93903732363
id_000800,39431.525162808764
id_000801,65956.955956547
id_000802,63549.82286080016
id_000803,86335.2516158253
id_000804,70670.10105427595
id_000805,55475.597677354
id_000806,62581.25554010778
id_000807,52370.981546459276
id_000808,33168.82352192489
id_000809,41463.69654403984
id_000810,76837.9016559171
id_000811,45785.53808493792
id_000812,32674.25730259289
id_000813,41265.75202004346
id_000814,59163.363925845384
id_000815,43858.65677122516
id_000816,35549.78075992239
id_000817,44830.95690522202
id_000818,37784.81039672077
id_000819,61677.33161404469
id_000820,33969.86012682763
id_000821,27036.375090791338
id_000822,19621.813194074784
id_000823,16524.071853299072
id_000824,17174.177470174483
id_000825,12630.99503251836
id_000826,18034.452779486674
id_000827,23839.521026924187
id_000828,26253.293400653303
id_000829,32498.8752253797
id_000830,17056.289670489623
id_000831,33838.202511259544
id_000832,13666.990280463435
id_000833,18489.854477801913
id_000834,14397.83179878157
id_000835,48826.576407328896
id_000836,62737.89821759153
id_000837,22328.687829528993
id_000838,23417.865754892784
id_000839,42061.974382699504
id_000840,45066.49080500706
id_000841,48962.64701123285
id_000842,74322.71167493932
id_000843,46042.90055199908
id_000844,27600.706125157947
id_000845,23801.67376590898
id_000846,29666.367424168657
id_000847,26346.92046814362
id_000848,27687.788667896824
id_000849,60508.802444139656
id_000850,73978.75366892327
id_000851,45572.26613468951
id_000852,29856.945434150286
id_000853,18061.96447937022
id_000854,38736.15148294334
id_000855,39208.44020215535
id_000856,59353.36578089366
id_000857,51945.4542801877
id_000858,56409.71609346108
id_000859,31396.072757843725
id_000860,44684.141357043954
id_000861,37078.26194501115
id_000862,33630.380259182835
id_000863,78709.26074788252
id_000864,65826.60843950792
id_000865,88133.4549323931
id_000866,60868.559182943354
id_000867,43251.17207421787
id_000868,47022.493471414404
id_000869,67343.43189094821
id_000870,91031.06810410882
id_000871,96120.0921575658
id_000872,27748.934428204655
id_000873,77465.24171354601
id_000874,67098.77967744823
id_000875,34452.0096956534
id_000876,109789.26879914656
id_000877,99795.33557758504
id_000878,54905.12365837466
id_000879,59207.02000137665
id_000880,79230.48375014143
id_000881,71622.11773595664
id_000882,33119.49103032421
id_000883,44417.60583484397
id_000884,49676.32460061255
id_000885,25125.20028206031
id_000886,36858.91322141733
id_000887,36590.10297486462
id_000888,29955.919291458496
id_000889,71986.09191618067
id_000890,52746.430352627605
id_000891,35687.03454689625
id_000892,15290.57710143057
id_000893,35934.86437373426
id_000894,33929.63366736187
id_000895,32115.927466439607
id_000896,48748.94713366103
id_000897,60882.54080040533
id_000898,43291.86117946766
id_000899,70065.83733954519
id_000900,40941.81525258638
id_000901,68620.60960271386
id_000902,61131.19674994003
id_000903,32088.365938293802
id_000904,49772.258349122756
id_000905,63437.018077871326
id_000906,60894.608348852475
id_000907,35194.08299272475
id_000908,50937.43688114614
id_000909,65431.97387552576
id_000910,45967.10908446474
id_000911,39570.22638963559
id_000912,41600.40168092816
id_000913,55943.62820003788
id_000914,45203.42354488621
id_000915,38733.97090918078
id_000916,35588.95696498857
id_000917,30928.145653020292
id_000918,27693.90981323307
id_000919,23594.948484513643
id_000920,37919.5364348654
id_000921,35932.43737770553
id_000922,39068.67870685174
id_000923,24353.783815094794
id_000924,44356.78613564896
id_000925,27882.726503409594
id_000926,44818.57606106518
id_000927,28747.676505388838
id_000928,15778.45088203654
id_000929,29174.17161269426
id_000930,42900.92646455268
id_000931,45771.759067465915
id_000932,36416.59632404646
id_000933,33698.79378178806
id_000934,28141.990425536467
id_000935,27468.175713209377
id_000936,32974.42890888344
id_000937,59881.38298637372
id_000938,43791.684917059705
id_000939,34018.39647725829
id_000940,41032.17698210866
id_000941,62192.90800550912
id_000942,67715.6372061876
id_000943,38119.03763169315
id_000944,53311.305522561735
id_000945,41482.50374175475
id_000946,36677.99564188469
id_000947,46571.25685425272
id_000948,54633.02101117246
id_000949,44155.86885770938
id_000950,36275.937733277344
id_000951,46209.47508993714
id_000952,66087.30210187254
id_000953,52841.92659950858
id_000954,42549.809327315386
id_000955,67091.36524873892
id_000956,117637.51235374615
id_000957,46081.10399731427
id_000958,83882.36668708092
id_000959,78072.83495229571
id_000960,76902.85235936278
id_000961,112010.02576097465
id_000962,125018.85013057539
id_000963,73739.98312284335
id_000964,100212.20241223274
id_000965,98890.55258069148
id_000966,57536.28917181363
id_000967,52350.147077375754
id_000968,53224.10066543469
id_000969,60334.40237097923
id_000970,68234.4694562323
id_000971,43364.72763730279
id_000972,66849.97863443969
id_000973,70394.43818908551
id_000974,101556.97956484249
id_000975,88285.91232752666
id_000976,104816.62029992482
id_000977,95569.53181858284
id_000978,96062.98164387935
id_000979,51413.193696077826
id_000980,71759.36101825384
id_000981,48945.71073506559
id_000982,117224.38668168668
id_000983,67262.29272325191
id_000984,86419.44587459914
id_000985,35738.79337262087
id_000986,47945.995616304346
id_000987,29610.737581813635
id_000988,31965.145942057745
id_000989,47649.66681920946
id_000990,77890.19331291254
id_000991,82694.1899351717
id_000992,71449.34530100365
id_000993,74026.8070635814
id_000994,78821.56978091932
id_000995,76923.0656724295
id_000996,55888.02693880997
id_000997,36261.347308162054
id_000998,46590.757321248515
id_000999,48772.661351222225
id_001000,49858.04451625296
id_001001,57800.80577428113
id_001002,35837.23110879581
id_001003,47490.819720749205
id_001004,50106.317042600254
id_001005,32286.590242797683
id_001006,43437.74111539295
id_001007,33365.38565458447
id_001008,29014.60396744909
id_001009,15561.913133692018
id_001010,36937.75384293412
id_001011,35842.06191039438
id_001012,44800.25199638748
id_001013,34598.551369502224
id_001014,37496.97788061736
id_001015,26990.0773409532
id_001016,32006.531327346696
id_001017,40130.155047910666
id_001018,30439.60840030249
id_001019,36250.68659023833
id_001020,19560.680426856492
id_001021,31298.890465881734
id_001022,37265.25719923792
id_001023,113982.68196473608
id_001024,67916.11805735264
id_001025,50835.23736906055
id_001026,63295.86692366493
id_001027,71840.47710529182
id_001028,72530.39537646485
id_001029,47685.861456944
id_001030,55898.88612720096
id_001031,42704.39043604701
id_001032,61180.18086091149
id_001033,40653.530504076516
id_001034,30500.497069706977
id_001035,76139.40441127802
id_001036,83006.36965963112
id_001037,50722.40579005947
id_001038,33438.61534845881
id_001039,46800.018804635656
id_001040,66726.01515617351
id_001041,51619.16418835288
id_001042,52332.209956105806
id_001043,58300.60005910605
id_001044,63596.721733101345
id_001045,44639.929151092016
id_001046,46949.778078346026
id_001047,18162.52953292136
id_001048,12768.621771883147
id_001049,10890.420085026148
id_001050,22302.344447612144
id_001051,21596.841550303936
id_001052,28907.986160516404
id_001053,26321.03325710619
id_001054,25788.251332839503
id_001055,23700.520577767125
id_001056,30499.06864795426
id_001057,38656.102207545606
id_001058,46390.45172516595
id_001059,33172.69447734256
id_001060,46511.232159608495
id_001061,38016.02897103441
id_001062,32819.94522614864
id_001063,32222.58924984759
id_001064,33554.87722727557
id_001065,62393.78077299572
id_001066,76614.96059279592
id_001067,21750.851224531183
id_001068,43876.19687339603
id_001069,26570.80742554669
id_001070,32459.74815690607
id_001071,41956.233970396366
id_001072,42975.08169994269
id_001073,30819.43635762049
id_001074,39955.55010658194
id_001075,42890.0110314064
