obs_id,crime_type_pred
id_000593,4
id_000594,1
id_000595,3
id_000596,3
id_000597,3
id_000598,2
id_000599,2
id_000600,3
id_000601,2
id_000602,5
id_000603,2
id_000604,3
id_000605,5
id_000606,2
id_000607,2
id_000608,5
id_000609,4
id_000610,1
id_000611,1
id_000612,1
id_000613,1
id_000614,2
id_000615,2
id_000616,2
id_000617,1
id_000618,2
id_000619,4
id_000620,1
id_000621,3
id_000622,2
id_000623,1
id_000624,1
id_000625,2
id_000626,2
id_000627,3
id_000628,3
id_000629,4
id_000630,1
id_000631,5
id_000632,3
id_000633,4
id_000634,5
id_000635,5
id_000636,1
id_000637,3
id_000638,3
id_000639,4
id_000640,2
id_000641,1
id_000642,3
id_000643,4
id_000644,2
id_000645,2
id_000646,5
id_000647,5
id_000648,5
id_000649,1
id_000650,1
id_000651,4
id_000652,4
id_000653,4
id_000654,4
id_000655,4
id_000656,1
id_000657,2
id_000658,3
id_000659,2
id_000660,3
id_000661,3
id_000662,3
id_000663,5
id_000664,2
id_000665,1
id_000666,3
id_000667,5
id_000668,1
id_000669,3
id_000670,2
id_000671,4
id_000672,5
id_000673,1
id_000674,2
id_000675,5
id_000676,4
id_000677,4
id_000678,4
id_000679,4
id_000680,1
id_000681,5
id_000682,5
id_000683,3
id_000684,5
id_000685,3
id_000686,3
id_000687,1
id_000688,4
id_000689,1
id_000690,3
id_000691,1
id_000692,1
id_000693,1
id_000694,1
id_000695,3
id_000696,2
id_000697,5
id_000698,2
id_000699,5
id_000700,5
id_000701,4
id_000702,3
id_000703,4
id_000704,2
id_000705,2
id_000706,4
id_000707,3
id_000708,4
id_000709,2
id_000710,1
id_000711,5
id_000712,4
id_000713,3
id_000714,3
id_000715,3
id_000716,4
id_000717,4
id_000718,1
id_000719,1
id_000720,1
id_000721,2
id_000722,3
id_000723,1
id_000724,3
id_000725,3
id_000726,2
id_000727,5
id_000728,1
id_000729,5
id_000730,2
id_000731,1
id_000732,4
id_000733,1
id_000734,3
id_000735,5
id_000736,1
id_000737,1
id_000738,3
id_000739,2
id_000740,3
id_000741,2
id_000742,4
id_000743,4
id_000744,1
id_000745,3
id_000746,5
id_000747,2
id_000748,5
id_000749,5
id_000750,3
id_000751,3
id_000752,1
id_000753,1
id_000754,3
id_000755,2
id_000756,1
id_000757,1
id_000758,2
id_000759,5
id_000760,2
id_000761,4
id_000762,1
id_000763,5
id_000764,3
id_000765,3
id_000766,1
id_000767,1
id_000768,5
id_000769,5
id_000770,1
id_000771,5
id_000772,3
id_000773,3
id_000774,2
id_000775,4
id_000776,1
id_000777,3
id_000778,3
id_000779,1
id_000780,4
id_000781,3
id_000782,1
id_000783,2
id_000784,5
id_000785,1
id_000786,2
id_000787,2
id_000788,4
id_000789,4
id_000790,5
id_000791,1
id_000792,1
id_000793,1
id_000794,3
id_000795,3
id_000796,4
id_000797,4
id_000798,3
id_000799,2
id_000800,3
id_000801,2
id_000802,2
id_000803,4
id_000804,5
id_000805,4
id_000806,1
id_000807,3
id_000808,4
id_000809,3
id_000810,1
id_000811,4
id_000812,3
id_000813,3
id_000814,5
id_000815,4
id_000816,4
id_000817,2
id_000818,3
id_000819,4
id_000820,3
id_000821,5
id_000822,2
id_000823,3
id_000824,3
id_000825,2
id_000826,5
id_000827,4
id_000828,2
id_000829,3
id_000830,5
id_000831,5
id_000832,5
id_000833,5
id_000834,2
id_000835,3
id_000836,3
id_000837,3
id_000838,3
id_000839,3
id_000840,4
id_000841,3
id_000842,4
id_000843,5
id_000844,3
id_000845,3
id_000846,1
id_000847,3
id_000848,3
id_000849,4
id_000850,2
id_000851,2
id_000852,3
id_000853,3
id_000854,4
id_000855,4
id_000856,2
id_000857,4
id_000858,1
id_000859,3
id_000860,3
id_000861,4
id_000862,3
id_000863,2
id_000864,3
id_000865,1
id_000866,4
id_000867,4
id_000868,4
id_000869,3
id_000870,4
id_000871,3
id_000872,1
id_000873,3
id_000874,5
id_000875,3
id_000876,2
id_000877,1
id_000878,1
id_000879,4
id_000880,3
id_000881,3
id_000882,2
id_000883,1
id_000884,3
id_000885,5
id_000886,1
id_000887,2
id_000888,2
id_000889,5
id_000890,3
id_000891,5
id_000892,4
id_000893,3
id_000894,1
id_000895,1
id_000896,5
id_000897,5
id_000898,4
id_000899,4
id_000900,5
id_000901,1
id_000902,3
id_000903,3
id_000904,5
id_000905,5
id_000906,2
id_000907,3
id_000908,1
id_000909,1
id_000910,3
id_000911,4
id_000912,3
id_000913,4
id_000914,3
id_000915,5
id_000916,1
id_000917,5
id_000918,5
id_000919,4
id_000920,2
id_000921,5
id_000922,4
id_000923,3
id_000924,3
id_000925,2
id_000926,2
id_000927,4
id_000928,3
id_000929,4
id_000930,2
id_000931,1
id_000932,2
id_000933,5
id_000934,1
id_000935,2
id_000936,3
id_000937,2
id_000938,2
id_000939,3
id_000940,2
id_000941,3
id_000942,1
id_000943,4
id_000944,2
id_000945,3
id_000946,1
id_000947,5
id_000948,3
id_000949,3
id_000950,4
id_000951,3
id_000952,3
id_000953,1
id_000954,1
id_000955,1
id_000956,3
id_000957,4
id_000958,2
id_000959,3
id_000960,3
id_000961,5
id_000962,3
id_000963,3
id_000964,1
id_000965,3
id_000966,3
id_000967,5
id_000968,5
id_000969,3
id_000970,1
id_000971,3
id_000972,3
id_000973,2
id_000974,3
id_000975,3
id_000976,3
id_000977,2
id_000978,5
id_000979,1
id_000980,4
id_000981,4
id_000982,1
id_000983,2
id_000984,2
id_000985,4
id_000986,5
id_000987,2
id_000988,2
id_000989,4
id_000990,3
id_000991,2
id_000992,5
id_000993,1
id_000994,3
id_000995,2
id_000996,3
id_000997,1
id_000998,2
id_000999,2
id_001000,2
id_001001,5
id_001002,1
id_001003,4
id_001004,1
id_001005,5
id_001006,5
id_001007,3
id_001008,4
id_001009,3
id_001010,3
id_001011,5
id_001012,1
id_001013,5
id_001014,5
id_001015,4
id_001016,1
id_001017,1
id_001018,2
id_001019,2
id_001020,3
id_001021,5
id_001022,2
id_001023,3
id_001024,1
id_001025,4
id_001026,4
id_001027,2
id_001028,4
id_001029,4
id_001030,4
id_001031,1
id_001032,3
id_001033,1
id_001034,5
id_001035,4
id_001036,3
id_001037,1
id_001038,1
id_001039,2
id_001040,3
id_001041,3
id_001042,3
id_001043,4
id_001044,3
id_001045,2
id_001046,2
id_001047,2
id_001048,3
id_001049,2
id_001050,1
id_001051,1
id_001052,5
id_001053,5
id_001054,3
id_001055,3
id_001056,1
id_001057,2
id_001058,3
id_001059,3
id_001060,4
id_001061,2
id_001062,2
id_001063,5
id_001064,2
id_001065,1
id_001066,1
id_001067,5
id_001068,4
id_001069,2
id_001070,2
id_001071,2
id_001072,1
id_001073,3
id_001074,4
id_001075,3
id_001076,3
id_001077,3
id_001078,1
id_001079,3
id_001080,5
id_001081,3
id_001082,5
id_001083,4
id_001084,3
id_001085,2
id_001086,2
id_001087,3
id_001088,1
id_001089,1
id_001090,2
id_001091,1
id_001092,1
id_001093,3
id_001094,3
id_001095,2
id_001096,4
id_001097,2
id_001098,1
id_001099,1
id_001100,1
id_001101,3
id_001102,5
id_001103,5
id_001104,2
id_001105,1
id_001106,2
id_001107,3
id_001108,1
id_001109,2
id_001110,1
id_001111,3
id_001112,4
id_001113,4
id_001114,5
id_001115,3
id_001116,4
id_001117,3
id_001118,2
id_001119,1
id_001120,3
id_001121,4
id_001122,4
id_001123,2
id_001124,4
id_001125,3
id_001126,2
id_001127,5
id_001128,1
id_001129,4
id_001130,4
id_001131,2
id_001132,1
id_001133,1
id_001134,1
id_001135,5
id_001136,5
id_001137,1
id_001138,2
id_001139,3
id_001140,1
id_001141,5
id_001142,1
id_001143,3
id_001144,3
id_001145,4
id_001146,2
id_001147,4
id_001148,1
id_001149,2
id_001150,1
id_001151,5
id_001152,3
id_001153,1
id_001154,1
id_001155,3
id_001156,5
id_001157,2
id_001158,1
id_001159,1
id_001160,5
id_001161,1
id_001162,3
id_001163,3
id_001164,4
id_001165,5
id_001166,5
id_001167,1
id_001168,3
id_001169,1
id_001170,3
id_001171,3
id_001172,4
id_001173,2
id_001174,3
id_001175,4
id_001176,2
id_001177,3
id_001178,1
id_001179,2
id_001180,1
id_001181,3
id_001182,4
id_001183,4
id_001184,5
id_001185,5
id_001186,5
id_001187,5
id_001188,3
id_001189,4
id_001190,1
id_001191,3
id_001192,4
id_001193,1
id_001194,5
id_001195,5
id_001196,2
id_001197,5
id_001198,5
id_001199,2
id_001200,3
id_001201,2
id_001202,3
id_001203,1
id_001204,2
id_001205,2
id_001206,1
id_001207,3
id_001208,2
id_001209,2
id_001210,5
id_001211,2
id_001212,4
id_001213,3
id_001214,5
id_001215,1
id_001216,3
id_001217,1
id_001218,1
id_001219,3
id_001220,5
id_001221,5
id_001222,3
id_001223,3
id_001224,3
id_001225,2
id_001226,1
id_001227,4
id_001228,3
id_001229,1
id_001230,4
id_001231,3
id_001232,3
id_001233,4
id_001234,5
id_001235,1
id_001236,4
id_001237,5
id_001238,3
id_001239,2
id_001240,3
id_001241,3
id_001242,2
id_001243,2
id_001244,5
id_001245,3
id_001246,3
id_001247,4
id_001248,5
id_001249,3
id_001250,5
id_001251,3
id_001252,3
id_001253,3
id_001254,4
id_001255,2
id_001256,5
id_001257,2
id_001258,1
id_001259,4
id_001260,5
id_001261,4
id_001262,1
id_001263,2
id_001264,3
id_001265,3
id_001266,5
id_001267,1
id_001268,5
id_001269,3
id_001270,2
id_001271,2
id_001272,3
id_001273,4
id_001274,4
id_001275,3
id_001276,2
id_001277,2
id_001278,2
id_001279,2
id_001280,2
id_001281,3
id_001282,3
id_001283,1
id_001284,2
id_001285,3
id_001286,1
id_001287,3
id_001288,1
id_001289,3
id_001290,2
id_001291,3
id_001292,2
id_001293,1
id_001294,1
id_001295,5
id_001296,1
id_001297,2
id_001298,4
id_001299,5
id_001300,1
id_001301,3
id_001302,2
id_001303,1
id_001304,1
id_001305,5
id_001306,2
id_001307,3
id_001308,4
id_001309,2
id_001310,5
id_001311,3
id_001312,4
id_001313,2
id_001314,1
id_001315,4
id_001316,4
id_001317,4
id_001318,1
id_001319,3
id_001320,4
id_001321,3
id_001322,1
id_001323,5
id_001324,2
id_001325,1
id_001326,4
id_001327,3
id_001328,5
id_001329,2
id_001330,3
id_001331,5
id_001332,4
id_001333,1
id_001334,1
id_001335,3
id_001336,1
id_001337,4
id_001338,3
id_001339,3
id_001340,5
id_001341,3
id_001342,3
id_001343,4
id_001344,3
id_001345,5
id_001346,5
id_001347,2
id_001348,2
id_001349,1
id_001350,4
id_001351,4
id_001352,2
id_001353,4
id_001354,4
id_001355,4
id_001356,4
id_001357,4
id_001358,3
id_001359,2
id_001360,3
id_001361,2
id_001362,5
id_001363,2
id_001364,1
id_001365,3
id_001366,3
id_001367,5
id_001368,2
id_001369,1
id_001370,2
id_001371,3
id_001372,2
id_001373,5
id_001374,3
id_001375,2
id_001376,5
id_001377,4
id_001378,2
id_001379,1
id_001380,3
id_001381,1
id_001382,5
id_001383,1
id_001384,4
id_001385,1
id_001386,5
id_001387,3
id_001388,2
id_001389,3
id_001390,2
id_001391,2
id_001392,5
id_001393,5
id_001394,1
id_001395,4
id_001396,1
id_001397,3
id_001398,1
id_001399,5
id_001400,3
id_001401,3
id_001402,4
id_001403,5
id_001404,3
id_001405,1
id_001406,1
id_001407,1
id_001408,1
id_001409,3
id_001410,2
id_001411,2
id_001412,4
id_001413,2
id_001414,2
id_001415,1
id_001416,4
id_001417,5
id_001418,2
id_001419,4
id_001420,1
id_001421,3
id_001422,4
id_001423,4
id_001424,1
id_001425,1
id_001426,3
id_001427,1
id_001428,5
id_001429,3
id_001430,3
id_001431,4
id_001432,4
id_001433,5
id_001434,4
id_001435,1
id_001436,1
id_001437,2
id_001438,5
id_001439,2
id_001440,1
id_001441,1
id_001442,5
id_001443,3
id_001444,3
id_001445,2
id_001446,2
id_001447,5
id_001448,3
id_001449,4
id_001450,2
id_001451,3
id_001452,5
id_001453,4
id_001454,4
id_001455,2
id_001456,4
id_001457,2
id_001458,3
id_001459,5
id_001460,3
id_001461,1
id_001462,3
id_001463,2
id_001464,2
id_001465,5
id_001466,1
id_001467,1
id_001468,3
id_001469,1
id_001470,3
id_001471,3
id_001472,4
id_001473,4
id_001474,2
id_001475,2
id_001476,5
id_001477,3
id_001478,3
id_001479,1
id_001480,2
id_001481,5
id_001482,1
id_001483,3
id_001484,5
id_001485,3
id_001486,3
id_001487,3
id_001488,3
id_001489,4
id_001490,5
id_001491,3
id_001492,1
id_001493,3
id_001494,4
id_001495,2
id_001496,1
id_001497,1
id_001498,5
id_001499,1
id_001500,1
id_001501,5
id_001502,4
id_001503,1
id_001504,2
id_001505,2
id_001506,3
id_001507,1
id_001508,2
id_001509,1
id_001510,1
id_001511,3
id_001512,3
id_001513,2
id_001514,3
id_001515,3
id_001516,1
id_001517,1
id_001518,1
id_001519,4
id_001520,4
id_001521,3
id_001522,1
id_001523,3
id_001524,5
id_001525,4
id_001526,1
id_001527,3
id_001528,5
id_001529,3
id_001530,4
id_001531,2
id_001532,1
id_001533,5
id_001534,3
id_001535,4
id_001536,4
id_001537,1
id_001538,5
id_001539,3
id_001540,3
id_001541,4
id_001542,4
id_001543,2
id_001544,5
id_001545,4
id_001546,2
id_001547,1
id_001548,2
id_001549,1
id_001550,5
id_001551,3
id_001552,3
id_001553,3
id_001554,1
id_001555,3
id_001556,3
id_001557,5
id_001558,4
id_001559,3
id_001560,1
id_001561,2
id_001562,5
id_001563,3
id_001564,2
id_001565,1
id_001566,5
id_001567,1
id_001568,5
id_001569,4
id_001570,1
id_001571,2
id_001572,5
id_001573,2
id_001574,2
id_001575,3
id_001576,2
id_001577,3
id_001578,5
id_001579,3
id_001580,2
id_001581,2
id_001582,2
id_001583,3
id_001584,3
id_001585,2
id_001586,5
id_001587,5
id_001588,2
id_001589,1
id_001590,1
id_001591,3
id_001592,4
id_001593,1
id_001594,2
id_001595,1
id_001596,4
id_001597,2
id_001598,2
id_001599,3
id_001600,3
id_001601,3
id_001602,5
id_001603,5
id_001604,2
id_001605,3
id_001606,4
id_001607,5
id_001608,4
id_001609,3
id_001610,4
id_001611,3
id_001612,3
id_001613,4
id_001614,1
id_001615,3
id_001616,2
id_001617,2
id_001618,3
id_001619,2
id_001620,5
id_001621,4
id_001622,4
id_001623,1
id_001624,2
id_001625,3
id_001626,4
id_001627,3
id_001628,1
id_001629,5
id_001630,1
id_001631,1
id_001632,1
id_001633,2
id_001634,4
id_001635,3
id_001636,3
id_001637,2
id_001638,4
id_001639,3
id_001640,4
id_001641,2
id_001642,2
id_001643,4
id_001644,5
id_001645,5
id_001646,5
id_001647,2
id_001648,3
id_001649,2
id_001650,3
id_001651,3
id_001652,4
id_001653,4
id_001654,1
id_001655,2
id_001656,4
id_001657,3
id_001658,3
id_001659,5
id_001660,1
id_001661,3
id_001662,5
id_001663,4
id_001664,2
id_001665,3
id_001666,5
id_001667,5
id_001668,3
id_001669,2
id_001670,2
id_001671,3
id_001672,1
id_001673,4
id_001674,1
id_001675,2
id_001676,5
id_001677,3
id_001678,1
id_001679,3
id_001680,3
id_001681,1
id_001682,5
id_001683,1
id_001684,1
id_001685,2
id_001686,2
id_001687,3
id_001688,2
id_001689,1
id_001690,5
id_001691,1
id_001692,2
id_001693,1
id_001694,3
id_001695,2
id_001696,2
id_001697,1
id_001698,4
id_001699,1
id_001700,1
id_001701,1
id_001702,4
id_001703,5
id_001704,4
id_001705,4
id_001706,3
id_001707,2
id_001708,2
id_001709,3
id_001710,3
id_001711,3
id_001712,2
id_001713,5
id_001714,3
id_001715,5
id_001716,4
id_001717,5
id_001718,5
id_001719,2
id_001720,1
id_001721,3
id_001722,1
id_001723,3
id_001724,3
id_001725,4
id_001726,2
id_001727,4
id_001728,2
id_001729,1
id_001730,3
id_001731,5
id_001732,2
id_001733,3
id_001734,3
id_001735,1
id_001736,4
id_001737,1
id_001738,1
id_001739,5
id_001740,3
id_001741,5
id_001742,3
id_001743,3
id_001744,5
id_001745,3
id_001746,3
id_001747,3
id_001748,2
id_001749,1
id_001750,4
id_001751,2
id_001752,2
id_001753,4
id_001754,4
id_001755,3
id_001756,3
id_001757,2
id_001758,3
id_001759,1
id_001760,2
id_001761,4
id_001762,3
id_001763,5
id_001764,2
id_001765,3
id_001766,2
id_001767,1
id_001768,1
id_001769,4
id_001770,1
id_001771,1
id_001772,5
id_001773,3
id_001774,4
id_001775,1
id_001776,1
id_001777,1
id_001778,4
id_001779,5
id_001780,1
id_001781,1
id_001782,2
id_001783,4
id_001784,2
id_001785,3
id_001786,1
id_001787,2
id_001788,2
id_001789,4
id_001790,1
id_001791,5
id_001792,3
id_001793,2
id_001794,1
id_001795,3
id_001796,2
id_001797,3
id_001798,4
id_001799,3
id_001800,4
id_001801,2
id_001802,1
id_001803,1
id_001804,4
id_001805,3
id_001806,1
id_001807,5
id_001808,2
id_001809,4
id_001810,2
id_001811,3
id_001812,5
id_001813,4
id_001814,3
id_001815,2
id_001816,3
id_001817,1
id_001818,5
id_001819,5
id_001820,4
id_001821,2
id_001822,2
id_001823,3
id_001824,1
id_001825,1
id_001826,5
id_001827,3
id_001828,1
id_001829,1
id_001830,4
id_001831,4
id_001832,3
id_001833,2
id_001834,4
id_001835,4
id_001836,2
id_001837,5
id_001838,2
id_001839,3
id_001840,5
id_001841,3
id_001842,5
id_001843,1
id_001844,4
id_001845,2
id_001846,1
id_001847,5
id_001848,1
id_001849,1
id_001850,3
id_001851,3
id_001852,4
id_001853,5
id_001854,2
id_001855,1
id_001856,4
id_001857,2
id_001858,5
id_001859,3
id_001860,1
id_001861,1
id_001862,3
id_001863,3
id_001864,1
id_001865,3
id_001866,3
id_001867,5
id_001868,3
id_001869,5
id_001870,1
id_001871,4
id_001872,1
id_001873,1
id_001874,3
id_001875,3
id_001876,1
id_001877,4
id_001878,2
id_001879,4
id_001880,5
id_001881,3
id_001882,2
id_001883,1
id_001884,1
id_001885,2
id_001886,2
id_001887,3
id_001888,2
id_001889,5
id_001890,1
id_001891,5
id_001892,1
id_001893,2
id_001894,3
id_001895,2
id_001896,1
id_001897,4
id_001898,5
id_001899,1
id_001900,5
id_001901,3
id_001902,1
id_001903,4
id_001904,3
id_001905,4
id_001906,2
id_001907,5
id_001908,4
id_001909,5
id_001910,3
id_001911,2
id_001912,1
id_001913,4
id_001914,4
id_001915,1
id_001916,2
id_001917,2
id_001918,1
id_001919,4
id_001920,2
id_001921,4
id_001922,2
id_001923,1
id_001924,1
id_001925,3
id_001926,4
id_001927,2
id_001928,2
id_001929,1
id_001930,3
id_001931,4
id_001932,5
id_001933,2
id_001934,4
id_001935,5
id_001936,3
id_001937,5
id_001938,1
id_001939,4
id_001940,3
id_001941,2
id_001942,4
id_001943,3
id_001944,1
id_001945,2
id_001946,2
id_001947,1
id_001948,3
id_001949,5
id_001950,5
id_001951,3
id_001952,3
id_001953,2
id_001954,2
id_001955,5
id_001956,3
id_001957,5
id_001958,5
id_001959,4
id_001960,3
id_001961,1
id_001962,1
id_001963,4
id_001964,3
id_001965,1
id_001966,2
id_001967,4
id_001968,4
id_001969,5
id_001970,3
id_001971,2
id_001972,1
id_001973,1
id_001974,3
id_001975,1
id_001976,3
id_001977,1
id_001978,1
id_001979,2
id_001980,1
id_001981,5
id_001982,2
id_001983,5
id_001984,3
id_001985,1
id_001986,3
id_001987,4
id_001988,3
id_001989,2
id_001990,5
id_001991,2
id_001992,2
id_001993,2
id_001994,5
id_001995,2
id_001996,2
